1129,2522
8088,7786
6984,3605
4649,7527
1892,4327
4619,4422
2311,3050
6325,9055
8371,7301
6339,8817
8783,4273
7301,9393
6361,3217
4826,7807
7035,3374
5385,5888
8158,8060
5011,6236
1108,1725
1388,1787
4305,6350
4841,8473
7251,8552
7917,5219
3454,8197
2758,3740
6609,3592
5746,7709
2932,5376
3974,7382
2631,2737
1717,2789
4888,6643
6995,4463
723,3192
3035,9346
4278,2366
5899,3286
7085,4524
1485,6655
4604,8915
5357,4278
4793,3625
2419,1688
8944,5626
5452,2736
658,2560
5136,2954
4664,6320
7199,3319
1231,8082
5839,7748
5211,5040
2077,4260
4446,8556
6100,3322
4684,8456
6902,8746
972,5125
3634,4909
3905,3121
2030,8292
9297,7201
7007,5361
6992,7684
8026,5206
6517,7069
4374,8037
2055,5007
6543,3725
1348,4808
5034,4346
2470,8196
8716,8076
8247,6122
5914,1748
3966,4821
7131,3677
2548,6280
997,2115
1478,5524
841,1568
7301,3678
6905,8019
9134,6251
826,4742
7179,9171
1540,7038
998,3976
3361,4908
2925,2231
4971,4505
2323,3418
3579,7211
2953,4970
1738,2978
1335,9200
7320,8141
3820,8654
8431,6041
2739,1866
1390,3627
7911,7121
5200,5563
1663,3677
3125,2947
7176,1885
7883,7646
6922,4240
7678,7127
7029,9448
1745,5128
5721,5630
3587,8431
3871,7439
1775,4411
953,3219
2674,6727
3156,6355
2706,2807
5480,2082
8388,7425
812,4124
2089,7263
8913,6343
5744,9491
1856,2749
2841,6435
5557,5592
5244,3589
8139,2005
6129,9252
6543,4095
6243,2282
6238,1621
894,7021
643,2234
6663,6407
4974,2864
3003,4355
8506,5516
6130,6743
2566,5451
8788,3440
1780,3043
1243,8661
6854,7810
6123,6904
1389,7213
6370,5863
6626,6135
652,4153
5500,3654
5819,7536
8138,3884
7293,5133
5514,2156
807,7506
4312,1784
1738,6757
8217,5920
2863,9011
8698,7524
7483,8795
1192,1766
6151,4918
7227,2937
893,5301
1497,8066
5886,7193
8326,3679
961,3595
6663,2735
6008,3644
7231,2948
3920,7645
8284,3518
1652,7359
2791,5208
5524,7436
2885,5491
3202,5094
7014,8901
7783,2083
4059,4281
7355,7707
1729,6906
5213,1912
6681,6706
4321,9241
892,7073
740,8667
772,4027
7720,5216
6164,7919
7204,9429
6653,9437
2365,6763
4201,2749
6278,3986
2162,6013
6816,6128
5400,2743
4445,5704
2612,7586
3504,3578
3152,5377
568,6831
4461,7135
3577,7809
4397,2537
2272,5205
821,5141
2038,5444
7372,4332
7632,2185
9169,6261
3258,5543
7181,7052
7524,6664
1471,6949
7983,3067
7390,7191
1964,9289
1240,6838
4738,5434
4454,5730
7998,7191
4620,7923
2842,8406
6961,7075
2159,4069
1455,7483
5687,8387
2465,4313
5465,7679
5781,6879
5341,6556
5197,6714
2192,5502
6093,3812
2561,8464
8628,8517
1644,4157
5219,8599
3675,9150
6995,7291
6118,6728
7898,8697
5874,8503
7152,4208
1427,4195
1091,9093
1445,3005
4783,8674
8291,9336
3360,2647
2281,7245
1719,2116
4574,4645
2980,4612
4019,4418
8810,7536
1386,3173
2749,5826
4631,4470
3489,6896
849,6902
772,5235
4863,4623
1790,7836
3869,9401
3413,2526
3016,3881
2579,4186
3760,6737
8088,4948
2895,5580
5040,7613
4147,4353
4933,5552
3016,2956
4755,1693
1002,7281
8056,2830
8494,3360
2532,2744
2183,7436
1009,8714
5538,1647
8196,5904
5131,7211
3969,5633
4159,1662
4913,3764
2512,8808
1011,8246
1477,2102
6669,9382
3045,8367
3631,8696
6099,5540
7271,3843
6116,7798
3605,8911
7188,8468
7482,7342
8460,7252
2289,7983
7684,4925
6329,9164
5774,4607
2852,2019
8787,8323
7155,5597
4386,2448
5023,5413
1898,7754
6816,8653
8490,3630
3325,7972
1335,8209
2406,6383
2145,2350
6920,1811
4396,4483
3493,4254
6203,2148
2248,3888
7930,7180
7478,8226
4880,8258
3308,5129
6534,2653
8010,8258
3708,1726
5635,6260
5431,3206
2767,7862
602,6919
6185,2736
3585,8634
640,8812
8440,8640
8653,4897
1462,7094
2834,6054
4825,7656
2860,3195
4069,8538
4046,4810
7646,1682
6299,9008
1339,3777
1996,6164
4419,1942
1696,3529
8310,4579
4865,5389
7224,4624
3740,4218
5451,5751
3233,8474
3922,4955
2051,6215
2862,5245
5144,8491
546,8563
6198,2314
1366,8934
6063,2927
8041,1708
5534,6084
4464,4207
5800,7510
6141,6532
6003,2707
2632,3024
6580,8820
588,2499
6962,9203
8511,5064
666,5735
6314,6486
9063,5139
1692,4495
8545,5608
2586,6321
3199,5420
8658,6384
4794,2056
7892,7573
4817,6456
6923,2268
3556,6095
6045,8894
1223,8780
2469,6325
3643,1853
6225,3072
7240,6047
5259,4135
986,2354
1278,7986
1216,6341
3381,5019
6651,7997
3018,6099
8296,8267
8151,2408
2375,7795
7824,6946
2666,4110
4093,4169
3472,4107
9161,6536
3178,6675
5465,7281
3621,7254
3870,8438
1916,8209
8311,9156
5740,7451
5025,1699
6177,3803
9317,7099
8076,4100
3206,5478
3490,4847
6930,8156
6825,6544
1451,8203
1942,7687
3618,2755
6238,8144
2275,2957
5468,5003
2013,2875
3677,6214
4833,3302
8099,8058
4039,8324
5843,9040
7391,1764
6542,8925
2844,2482
6411,2358
6899,3051
3018,4109
6001,2561
2375,4839
2232,9434
6233,4781
2194,2466
6723,6812
733,4556
1334,2039
6368,5187
918,2469
2374,2176
5387,1803
6944,4759
5903,2031
1955,3925
606,3630
5328,2025
2256,2213
6032,7654
5953,2310
660,2227
5112,9267
3807,7632
7674,5682
7445,3641
566,9182
4148,5408
8549,3454
3368,7449
2632,5261
3150,2754
3495,4300
2500,9433
7232,5567
2918,8345
4190,5783
4504,7250
1318,6012
3247,6597
3236,8932
5317,4831
8051,4713
5173,2245
2016,9026
854,5387
4700,6022
2284,1857
8096,1732
7610,6015
859,8569
3687,4438
733,4425
8202,8505
5282,2542
1078,8620
2443,8448
2313,3947
6432,8393
7642,2487
7381,3388
6423,1963
717,7126
7443,1949
7644,9043
3300,3500
5843,1872
7373,2298
2263,8989
7558,4432
6133,5151
4534,2989
3015,2923
6285,4996
3500,6645
1987,3462
930,8801
3143,5414
933,1669
7829,2954
1431,8900
3369,5443
7842,3018
5503,7583
2178,3290
2373,7859
1103,4073
1843,7067
6509,2420
2892,9051
6060,9326
7330,7093
4788,8380
1589,1978
7272,3895
4897,6176
4734,9288
2467,7045
672,6238
2213,5296
2174,7599
2533,3881
2208,8696
6429,5554
8464,4368
4623,6720
6915,6387
3023,6239
5099,7468
5480,6219
7132,9377
7758,4911
778,7760
955,5308
7424,4330
6575,6284
4669,2209
5863,5761
3325,7448
4530,4518
5847,8119
4339,4638
3838,8040
6232,5183
812,7794
5107,3505
6567,3660
7222,1900
3470,6103
3233,4702
3068,4692
6098,7499
5521,4086
7652,7912
3261,5310
2566,5950
1757,8390
8464,8912
8032,3050
2059,7697
8700,4485
2808,2040
5571,8369
8428,3870
2453,4108
3046,5437
4180,4070
7983,7708
3033,4183
2474,8353
8814,6202
8372,1699
2670,8156
4001,2481
3788,5955
6820,9140
2182,6091
889,3026
6991,5345
7663,5207
6952,9274
2217,2930
3898,3006
3998,7711
770,4600
7648,9116
5970,6047
7865,8572
2925,5576
1841,3752
9152,7681
4768,6582
7626,8104
1537,7212
927,8911
3828,5476
5659,8669
7694,2433
3028,7061
6528,9263
5262,6203
7005,3499
1824,2457
2843,9048
750,7304
3322,2281
3160,5800
2658,8196
6231,4693
2860,3354
1474,7606
7476,3404
1385,5649
3134,5062
7995,4977
5918,5823
4198,5750
2760,4657
8745,4820
5965,7012
6952,6823
8381,7901
8294,5901
5653,7407
4145,3647
3557,5239
1678,1710
7131,7500
2770,6122
5100,8638
1814,7005
4237,3408
8858,6749
5194,7370
2654,7514
3670,4736
2796,7973
7731,5312
7201,7393
5090,4930
6264,3368
5288,4326
7313,3430
6873,5116
7206,5479
2767,4209
6023,4678
2650,3102
1234,1973
2952,9000
8059,2058
8792,5890
2152,5107
6242,3769
3854,6187
4188,9150
5613,1868
8827,5492
5823,6689
4617,7759
4158,7607
1193,6718
7883,4089
5540,8327
5113,2935
6477,4054
5810,8219
2919,8676
5641,3411
3415,6002
7047,2161
6989,1674
2436,6206
2896,5808
3041,5074
1771,2378
3628,8510
4706,5175
7931,9462
7068,8148
5332,4924
7747,3425
7609,3106
2667,4226
1974,2848
6843,3226
6453,6072
6723,3699
4727,5381
7090,8969
2653,7989
3667,4305
4587,4086
3403,5705
6397,1664
8247,8907
2284,8533
5156,9214
1724,3263
3181,5370
7118,6784
4493,3281
700,2718
757,3026
1469,2638
3440,8178
5128,5158
8689,8098
6822,1954
1747,9010
7769,4769
5837,4752
3662,2355
6466,4555
7970,8201
5098,8763
7689,4220
5095,3292
6784,4630
4915,2566
5589,6744
1291,6128
7773,2772
2481,5272
4159,6533
6171,8889
5741,8555
1961,1885
3327,9038
6262,5481
1307,2881
4524,5157
4380,4208
582,3741
3073,2976
3136,6115
1441,1842
2061,9113
4300,6461
6443,2817
2848,7806
3966,3047
2652,5792
1278,8148
4033,4833
6731,5361
1517,8358
2029,6711
599,2552
5065,6521
6862,6906
1916,6982
7886,4928
4816,2567
8882,4185
904,3956
5537,4637
8142,5835
5060,3125
6735,7227
5551,9409
973,4488
6427,5480
2382,3059
7317,9307
8587,5725
2596,8703
6213,1829
4814,9156
2325,5015
756,7694
2364,3502
7740,2788
3533,8518
6043,6747
8129,3391
7235,8279
5437,4233
7257,6777
3678,9263
6436,3771
2215,3273
7699,4805
7843,7497
1326,5258
1475,3351
1666,3998
771,7918
7888,2461
7746,5712
7204,5971
3436,3237
4512,2609
8443,8427
5549,3992
5548,3524
7685,4947
4218,7382
6174,5834
5440,8198
9113,5717
5124,3056
8035,9331
2298,7135
3431,8035
7743,8837
1444,5314
9278,6697
976,5825
1959,9453
3075,6436
8850,8140
6458,4265
8017,5718
2614,3330
6912,1813
6160,2581
8047,2687
5228,9241
1908,3391
3331,7283
2371,4252
4139,1602
889,6795
7454,3587
8112,2665
2748,4832
6776,4633
5875,3435
3760,4100
6734,2326
888,4661
3003,5439
5356,3536
5727,6675
5183,2764
1185,8087
4254,5873
7515,8008
5424,4706
4245,8261
1750,8831
7374,6499
2051,9199
8554,3467
1022,3176
3402,8354
1234,7350
4909,2762
8133,1769
6646,6457
1935,9414
4547,4146
1362,5673
8270,4658
7785,9148
4778,4530
2965,2554
1152,3071
7630,5898
3352,8791
9042,7638
8420,7124
2181,7602
1360,3377
7661,7633
5393,2257
5079,3452
7784,6906
3348,6955
4385,3526
1938,8819
8978,5312
2442,3435
3171,8826
2722,4527
4976,7472
2132,7871
1831,4108
6491,5051
5261,3607
5048,5092
6218,2803
7842,8643
4296,5062
6346,6106
5205,6691
8513,3695
6163,2852
2614,2445
7564,2799
6215,3462
6042,4931
3246,3664
5273,4267
2115,1600
8501,7915
9159,6092
3571,6391
5858,2585
8806,6071
3026,8994
5520,7295
1574,9431
7514,6271
6344,4653
4109,1708
2977,5592
3514,2477
8053,5712
6639,1965
5555,4933
6437,2381
2034,6326
2862,7242
1339,6295
3591,1783
3569,2913
2588,6787
3109,8797
6801,9208
8321,7485
7655,3709
5769,6884
4582,7780
1940,5028
3993,9030
5663,8772
2257,6814
8644,3467
8740,5946
7575,4970
7193,7616
2515,5013
6500,6655
5027,3102
6366,2147
7793,3227
1370,9486
5125,4509
5334,2155
7563,5663
7639,3092
2918,7869
2416,9024
8537,3152
5393,7294
2144,4041
5051,1994
2432,1613
2091,8995
4596,5696
6661,4962
1461,3960
5013,8939
3328,6110
8989,6284
1285,4712
5932,7972
2948,3685
5154,7634
1420,2119
7320,8871
